[08/11 09:05:36][INFO] __main__:  241: Config: config/frame_selector/ssv2_bimhm_cache.yaml
[08/11 09:05:36][INFO] __main__:  242: Cache dir: data/feat_cache/ssv2/ViT-B-16_T32
[08/11 09:05:36][INFO] __main__:  243: Tag: ViT-B-16_T32 | Storage: FP16
[08/11 09:05:36][INFO] __main__:  248: Loading ViT-B/16 on cuda...
[08/11 09:05:37][INFO] __main__:  256: Backbone loaded: 86,192,640 params (frozen)
[08/11 09:05:37][INFO] __main__:  261: Using specified splits: ['train', 'val', 'test']
[08/11 09:05:37][INFO] __main__:  101: [train] 67013 videos 鈫?extracting CLIP features...
[08/11 09:05:40][INFO] __main__:  152:   [train] 100/67013 (+100 / skipped 0 / err 0) | 29.4 v/s | ETA 0:37:59
[08/11 09:25:35][INFO] __main__:  152:   [train] 38500/67013 (+38500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:47
[08/11 09:25:38][INFO] __main__:  152:   [train] 38600/67013 (+38600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:44
[08/11 09:25:41][INFO] __main__:  152:   [train] 38700/67013 (+38700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:41
[08/11 09:25:44][INFO] __main__:  152:   [train] 38800/67013 (+38800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:37
[08/11 09:25:48][INFO] __main__:  152:   [train] 38900/67013 (+38900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:34
[08/11 09:25:51][INFO] __main__:  152:   [train] 39000/67013 (+39000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:31
[08/11 09:25:54][INFO] __main__:  152:   [train] 39100/67013 (+39100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:28
[08/11 09:25:57][INFO] __main__:  152:   [train] 39200/67013 (+39200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:25
[08/11 09:26:00][INFO] __main__:  152:   [train] 39300/67013 (+39300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:22
[08/11 09:26:03][INFO] __main__:  152:   [train] 39400/67013 (+39400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:19
[08/11 09:26:06][INFO] __main__:  152:   [train] 39500/67013 (+39500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:16
[08/11 09:26:09][INFO] __main__:  152:   [train] 39600/67013 (+39600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:13
[08/11 09:26:12][INFO] __main__:  152:   [train] 39700/67013 (+39700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:09
[08/11 09:26:16][INFO] __main__:  152:   [train] 39800/67013 (+39800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:06
[08/11 09:26:19][INFO] __main__:  152:   [train] 39900/67013 (+39900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:03
[08/11 09:26:22][INFO] __main__:  152:   [train] 40000/67013 (+40000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:00
[08/11 09:26:25][INFO] __main__:  152:   [train] 40100/67013 (+40100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:57
[08/11 09:26:28][INFO] __main__:  152:   [train] 40200/67013 (+40200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:54
[08/11 09:26:31][INFO] __main__:  152:   [train] 40300/67013 (+40300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:51
[08/11 09:26:34][INFO] __main__:  152:   [train] 40400/67013 (+40400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:48
[08/11 09:26:37][INFO] __main__:  152:   [train] 40500/67013 (+40500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:45
[08/11 09:26:40][INFO] __main__:  152:   [train] 40600/67013 (+40600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:41
[08/11 09:26:44][INFO] __main__:  152:   [train] 40700/67013 (+40700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:38
[08/11 09:26:47][INFO] __main__:  152:   [train] 40800/67013 (+40800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:35
[08/11 09:26:50][INFO] __main__:  152:   [train] 40900/67013 (+40900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:32
[08/11 09:26:53][INFO] __main__:  152:   [train] 41000/67013 (+41000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:29
[08/11 09:26:56][INFO] __main__:  152:   [train] 41100/67013 (+41100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:26
[08/11 09:26:59][INFO] __main__:  152:   [train] 41200/67013 (+41200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:23
[08/11 09:27:02][INFO] __main__:  152:   [train] 41300/67013 (+41300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:20
[08/11 09:27:05][INFO] __main__:  152:   [train] 41400/67013 (+41400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:17
[08/11 09:27:08][INFO] __main__:  152:   [train] 41500/67013 (+41500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:13
[08/11 09:27:12][INFO] __main__:  152:   [train] 41600/67013 (+41600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:10
[08/11 09:27:15][INFO] __main__:  152:   [train] 41700/67013 (+41700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:07
[08/11 09:27:18][INFO] __main__:  152:   [train] 41800/67013 (+41800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:04
[08/11 09:27:21][INFO] __main__:  152:   [train] 41900/67013 (+41900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:13:01
[08/11 09:27:24][INFO] __main__:  152:   [train] 42000/67013 (+42000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:58
[08/11 09:27:27][INFO] __main__:  152:   [train] 42100/67013 (+42100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:55
[08/11 09:27:30][INFO] __main__:  152:   [train] 42200/67013 (+42200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:52
[08/11 09:27:33][INFO] __main__:  152:   [train] 42300/67013 (+42300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:49
[08/11 09:27:36][INFO] __main__:  152:   [train] 42400/67013 (+42400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:45
[08/11 09:27:40][INFO] __main__:  152:   [train] 42500/67013 (+42500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:42
[08/11 09:27:43][INFO] __main__:  152:   [train] 42600/67013 (+42600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:39
[08/11 09:27:46][INFO] __main__:  152:   [train] 42700/67013 (+42700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:36
[08/11 09:27:49][INFO] __main__:  152:   [train] 42800/67013 (+42800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:33
[08/11 09:27:52][INFO] __main__:  152:   [train] 42900/67013 (+42900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:30
[08/11 09:27:55][INFO] __main__:  152:   [train] 43000/67013 (+43000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:27
[08/11 09:27:58][INFO] __main__:  152:   [train] 43100/67013 (+43100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:24
[08/11 09:28:01][INFO] __main__:  152:   [train] 43200/67013 (+43200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:21
[08/11 09:28:04][INFO] __main__:  152:   [train] 43300/67013 (+43300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:17
[08/11 09:28:08][INFO] __main__:  152:   [train] 43400/67013 (+43400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:14
[08/11 09:28:11][INFO] __main__:  152:   [train] 43500/67013 (+43500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:11
[08/11 09:28:14][INFO] __main__:  152:   [train] 43600/67013 (+43600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:08
[08/11 09:28:17][INFO] __main__:  152:   [train] 43700/67013 (+43700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:05
[08/11 09:28:20][INFO] __main__:  152:   [train] 43800/67013 (+43800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:12:02
[08/11 09:28:23][INFO] __main__:  152:   [train] 43900/67013 (+43900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:59
[08/11 09:28:26][INFO] __main__:  152:   [train] 44000/67013 (+44000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:56
[08/11 09:28:29][INFO] __main__:  152:   [train] 44100/67013 (+44100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:53
[08/11 09:28:32][INFO] __main__:  152:   [train] 44200/67013 (+44200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:49
[08/11 09:28:36][INFO] __main__:  152:   [train] 44300/67013 (+44300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:46
[08/11 09:28:39][INFO] __main__:  152:   [train] 44400/67013 (+44400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:43
[08/11 09:28:42][INFO] __main__:  152:   [train] 44500/67013 (+44500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:40
[08/11 09:28:45][INFO] __main__:  152:   [train] 44600/67013 (+44600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:37
[08/11 09:28:48][INFO] __main__:  152:   [train] 44700/67013 (+44700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:34
[08/11 09:28:51][INFO] __main__:  152:   [train] 44800/67013 (+44800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:31
[08/11 09:28:54][INFO] __main__:  152:   [train] 44900/67013 (+44900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:28
[08/11 09:28:57][INFO] __main__:  152:   [train] 45000/67013 (+45000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:25
[08/11 09:29:00][INFO] __main__:  152:   [train] 45100/67013 (+45100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:21
[08/11 09:29:04][INFO] __main__:  152:   [train] 45200/67013 (+45200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:18
[08/11 09:29:07][INFO] __main__:  152:   [train] 45300/67013 (+45300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:15
[08/11 09:29:10][INFO] __main__:  152:   [train] 45400/67013 (+45400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:12
[08/11 09:29:13][INFO] __main__:  152:   [train] 45500/67013 (+45500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:09
[08/11 09:29:16][INFO] __main__:  152:   [train] 45600/67013 (+45600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:06
[08/11 09:29:19][INFO] __main__:  152:   [train] 45700/67013 (+45700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:03
[08/11 09:29:22][INFO] __main__:  152:   [train] 45800/67013 (+45800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:11:00
[08/11 09:29:25][INFO] __main__:  152:   [train] 45900/67013 (+45900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:57
[08/11 09:29:28][INFO] __main__:  152:   [train] 46000/67013 (+46000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:53
[08/11 09:29:32][INFO] __main__:  152:   [train] 46100/67013 (+46100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:50
[08/11 09:29:35][INFO] __main__:  152:   [train] 46200/67013 (+46200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:47
[08/11 09:29:38][INFO] __main__:  152:   [train] 46300/67013 (+46300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:44
[08/11 09:29:41][INFO] __main__:  152:   [train] 46400/67013 (+46400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:41
[08/11 09:29:44][INFO] __main__:  152:   [train] 46500/67013 (+46500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:38
[08/11 09:29:47][INFO] __main__:  152:   [train] 46600/67013 (+46600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:35
[08/11 09:29:50][INFO] __main__:  152:   [train] 46700/67013 (+46700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:32
[08/11 09:29:53][INFO] __main__:  152:   [train] 46800/67013 (+46800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:29
[08/11 09:29:56][INFO] __main__:  152:   [train] 46900/67013 (+46900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:25
[08/11 09:30:00][INFO] __main__:  152:   [train] 47000/67013 (+47000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:22
[08/11 09:30:03][INFO] __main__:  152:   [train] 47100/67013 (+47100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:19
[08/11 09:30:06][INFO] __main__:  152:   [train] 47200/67013 (+47200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:16
[08/11 09:30:09][INFO] __main__:  152:   [train] 47300/67013 (+47300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:13
[08/11 09:30:12][INFO] __main__:  152:   [train] 47400/67013 (+47400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:10
[08/11 09:30:15][INFO] __main__:  152:   [train] 47500/67013 (+47500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:07
[08/11 09:30:18][INFO] __main__:  152:   [train] 47600/67013 (+47600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:04
[08/11 09:30:21][INFO] __main__:  152:   [train] 47700/67013 (+47700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:10:00
[08/11 09:30:24][INFO] __main__:  152:   [train] 47800/67013 (+47800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:57
[08/11 09:30:28][INFO] __main__:  152:   [train] 47900/67013 (+47900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:54
[08/11 09:30:31][INFO] __main__:  152:   [train] 48000/67013 (+48000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:51
[08/11 09:30:34][INFO] __main__:  152:   [train] 48100/67013 (+48100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:48
[08/11 09:30:37][INFO] __main__:  152:   [train] 48200/67013 (+48200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:45
[08/11 09:30:40][INFO] __main__:  152:   [train] 48300/67013 (+48300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:42
[08/11 09:30:43][INFO] __main__:  152:   [train] 48400/67013 (+48400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:39
[08/11 09:30:46][INFO] __main__:  152:   [train] 48500/67013 (+48500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:36
[08/11 09:30:49][INFO] __main__:  152:   [train] 48600/67013 (+48600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:32
[08/11 09:30:53][INFO] __main__:  152:   [train] 48700/67013 (+48700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:29
[08/11 09:30:56][INFO] __main__:  152:   [train] 48800/67013 (+48800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:26
[08/11 09:30:59][INFO] __main__:  152:   [train] 48900/67013 (+48900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:23
[08/11 09:31:02][INFO] __main__:  152:   [train] 49000/67013 (+49000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:20
[08/11 09:31:05][INFO] __main__:  152:   [train] 49100/67013 (+49100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:17
[08/11 09:31:08][INFO] __main__:  152:   [train] 49200/67013 (+49200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:14
[08/11 09:31:11][INFO] __main__:  152:   [train] 49300/67013 (+49300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:11
[08/11 09:31:14][INFO] __main__:  152:   [train] 49400/67013 (+49400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:08
[08/11 09:31:17][INFO] __main__:  152:   [train] 49500/67013 (+49500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:04
[08/11 09:31:21][INFO] __main__:  152:   [train] 49600/67013 (+49600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:09:01
[08/11 09:31:24][INFO] __main__:  152:   [train] 49700/67013 (+49700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:58
[08/11 09:31:27][INFO] __main__:  152:   [train] 49800/67013 (+49800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:55
[08/11 09:31:30][INFO] __main__:  152:   [train] 49900/67013 (+49900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:52
[08/11 09:31:33][INFO] __main__:  152:   [train] 50000/67013 (+50000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:49
[08/11 09:31:36][INFO] __main__:  152:   [train] 50100/67013 (+50100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:46
[08/11 09:31:39][INFO] __main__:  152:   [train] 50200/67013 (+50200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:43
[08/11 09:31:42][INFO] __main__:  152:   [train] 50300/67013 (+50300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:40
[08/11 09:31:45][INFO] __main__:  152:   [train] 50400/67013 (+50400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:36
[08/11 09:31:49][INFO] __main__:  152:   [train] 50500/67013 (+50500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:33
[08/11 09:31:52][INFO] __main__:  152:   [train] 50600/67013 (+50600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:30
[08/11 09:31:55][INFO] __main__:  152:   [train] 50700/67013 (+50700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:27
[08/11 09:31:58][INFO] __main__:  152:   [train] 50800/67013 (+50800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:24
[08/11 09:32:01][INFO] __main__:  152:   [train] 50900/67013 (+50900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:21
[08/11 09:32:04][INFO] __main__:  152:   [train] 51000/67013 (+51000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:18
[08/11 09:32:07][INFO] __main__:  152:   [train] 51100/67013 (+51100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:15
[08/11 09:32:10][INFO] __main__:  152:   [train] 51200/67013 (+51200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:12
[08/11 09:32:13][INFO] __main__:  152:   [train] 51300/67013 (+51300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:08
[08/11 09:32:17][INFO] __main__:  152:   [train] 51400/67013 (+51400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:05
[08/11 09:32:20][INFO] __main__:  152:   [train] 51500/67013 (+51500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:08:02
[08/11 09:32:23][INFO] __main__:  152:   [train] 51600/67013 (+51600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:59
[08/11 09:32:26][INFO] __main__:  152:   [train] 51700/67013 (+51700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:56
[08/11 09:32:29][INFO] __main__:  152:   [train] 51800/67013 (+51800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:53
[08/11 09:32:32][INFO] __main__:  152:   [train] 51900/67013 (+51900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:50
[08/11 09:32:35][INFO] __main__:  152:   [train] 52000/67013 (+52000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:47
[08/11 09:32:38][INFO] __main__:  152:   [train] 52100/67013 (+52100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:44
[08/11 09:32:41][INFO] __main__:  152:   [train] 52200/67013 (+52200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:40
[08/11 09:32:45][INFO] __main__:  152:   [train] 52300/67013 (+52300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:37
[08/11 09:32:48][INFO] __main__:  152:   [train] 52400/67013 (+52400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:34
[08/11 09:32:51][INFO] __main__:  152:   [train] 52500/67013 (+52500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:31
[08/11 09:32:54][INFO] __main__:  152:   [train] 52600/67013 (+52600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:28
[08/11 09:32:57][INFO] __main__:  152:   [train] 52700/67013 (+52700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:25
[08/11 09:33:00][INFO] __main__:  152:   [train] 52800/67013 (+52800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:22
[08/11 09:33:03][INFO] __main__:  152:   [train] 52900/67013 (+52900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:19
[08/11 09:33:06][INFO] __main__:  152:   [train] 53000/67013 (+53000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:16
[08/11 09:33:09][INFO] __main__:  152:   [train] 53100/67013 (+53100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:12
[08/11 09:33:13][INFO] __main__:  152:   [train] 53200/67013 (+53200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:09
[08/11 09:33:16][INFO] __main__:  152:   [train] 53300/67013 (+53300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:06
[08/11 09:33:19][INFO] __main__:  152:   [train] 53400/67013 (+53400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:03
[08/11 09:33:22][INFO] __main__:  152:   [train] 53500/67013 (+53500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:07:00
[08/11 09:33:25][INFO] __main__:  152:   [train] 53600/67013 (+53600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:57
[08/11 09:33:28][INFO] __main__:  152:   [train] 53700/67013 (+53700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:54
[08/11 09:33:31][INFO] __main__:  152:   [train] 53800/67013 (+53800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:51
[08/11 09:33:34][INFO] __main__:  152:   [train] 53900/67013 (+53900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:48
[08/11 09:33:37][INFO] __main__:  152:   [train] 54000/67013 (+54000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:44
[08/11 09:33:41][INFO] __main__:  152:   [train] 54100/67013 (+54100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:41
[08/11 09:33:44][INFO] __main__:  152:   [train] 54200/67013 (+54200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:38
[08/11 09:33:47][INFO] __main__:  152:   [train] 54300/67013 (+54300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:35
[08/11 09:33:50][INFO] __main__:  152:   [train] 54400/67013 (+54400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:32
[08/11 09:33:53][INFO] __main__:  152:   [train] 54500/67013 (+54500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:29
[08/11 09:33:56][INFO] __main__:  152:   [train] 54600/67013 (+54600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:26
[08/11 09:33:59][INFO] __main__:  152:   [train] 54700/67013 (+54700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:23
[08/11 09:34:02][INFO] __main__:  152:   [train] 54800/67013 (+54800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:20
[08/11 09:34:05][INFO] __main__:  152:   [train] 54900/67013 (+54900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:16
[08/11 09:34:09][INFO] __main__:  152:   [train] 55000/67013 (+55000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:13
[08/11 09:34:12][INFO] __main__:  152:   [train] 55100/67013 (+55100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:10
[08/11 09:34:15][INFO] __main__:  152:   [train] 55200/67013 (+55200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:07
[08/11 09:34:18][INFO] __main__:  152:   [train] 55300/67013 (+55300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:04
[08/11 09:34:21][INFO] __main__:  152:   [train] 55400/67013 (+55400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:06:01
[08/11 09:34:24][INFO] __main__:  152:   [train] 55500/67013 (+55500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:58
[08/11 09:34:27][INFO] __main__:  152:   [train] 55600/67013 (+55600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:55
[08/11 09:34:30][INFO] __main__:  152:   [train] 55700/67013 (+55700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:52
[08/11 09:34:33][INFO] __main__:  152:   [train] 55800/67013 (+55800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:48
[08/11 09:34:37][INFO] __main__:  152:   [train] 55900/67013 (+55900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:45
[08/11 09:34:40][INFO] __main__:  152:   [train] 56000/67013 (+56000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:42
[08/11 09:34:43][INFO] __main__:  152:   [train] 56100/67013 (+56100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:39
[08/11 09:34:46][INFO] __main__:  152:   [train] 56200/67013 (+56200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:36
[08/11 09:34:49][INFO] __main__:  152:   [train] 56300/67013 (+56300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:33
[08/11 09:34:52][INFO] __main__:  152:   [train] 56400/67013 (+56400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:30
[08/11 09:34:55][INFO] __main__:  152:   [train] 56500/67013 (+56500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:27
[08/11 09:34:58][INFO] __main__:  152:   [train] 56600/67013 (+56600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:24
[08/11 09:35:01][INFO] __main__:  152:   [train] 56700/67013 (+56700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:20
[08/11 09:35:05][INFO] __main__:  152:   [train] 56800/67013 (+56800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:17
[08/11 09:35:08][INFO] __main__:  152:   [train] 56900/67013 (+56900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:14
[08/11 09:35:11][INFO] __main__:  152:   [train] 57000/67013 (+57000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:11
[08/11 09:35:14][INFO] __main__:  152:   [train] 57100/67013 (+57100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:08
[08/11 09:35:17][INFO] __main__:  152:   [train] 57200/67013 (+57200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:05
[08/11 09:35:20][INFO] __main__:  152:   [train] 57300/67013 (+57300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:05:02
[08/11 09:35:23][INFO] __main__:  152:   [train] 57400/67013 (+57400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:04:59
[08/11 09:35:26][INFO] __main__:  152:   [train] 57500/67013 (+57500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:04:56
[08/11 09:35:29][INFO] __main__:  152:   [train] 57600/67013 (+57600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:04:52
[08/11 09:35:33][INFO] __main__:  152:   [train] 57700/67013 (+57700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:04:49
[08/11 09:35:36][INFO] __main__:  152:   [train] 57800/67013 (+57800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:04:46
